device_id,device_info,os,browser,screen,device_type
|Linux|chrome 64.0|1536x864,,Linux,chrome 64.0,1536x864,desktop
Windows|Windows 8.1|firefox 58.0|1280x720,Windows,Windows 8.1,firefox 58.0,1280x720,desktop
ALCATEL ONE TOUCH 7047A Build/JDQ39||chrome 63.0 for android|,ALCATEL ONE TOUCH 7047A Build/JDQ39,,chrome 63.0 for android,,mobile
BAH-L09 Build/HUAWEIBAH-L09||chrome 64.0 for android|,BAH-L09 Build/HUAWEIBAH-L09,,chrome 64.0 for android,,mobile
SAMSUNG||samsung browser 5.2|,SAMSUNG,,samsung browser 5.2,,mobile
iOS Device|iOS 10.1.1|mobile safari generic|1334x750,iOS Device,iOS 10.1.1,mobile safari generic,1334x750,mobile
SAMSUNG-SM-G890A Build/NRD90M|Android 7.0|chrome 64.0 for android|2560x1440,SAMSUNG-SM-G890A Build/NRD90M,Android 7.0,chrome 64.0 for android,2560x1440,mobile
Windows|Windows 10|firefox 58.0|,Windows,Windows 10,firefox 58.0,,desktop
Moto C Plus Build/NRD90M.05.034||chrome 64.0 for android|,Moto C Plus Build/NRD90M.05.034,,chrome 64.0 for android,,mobile
iOS Device|iOS 11.2.5|mobile safari uiwebview|2208x1242,iOS Device,iOS 11.2.5,mobile safari uiwebview,2208x1242,mobile
gxq6580_weg_l Build/LMY47I||android browser 4.0|,gxq6580_weg_l Build/LMY47I,,android browser 4.0,,mobile
XT1064 Build/MPB24.65-34-3||chrome 64.0 for android|,XT1064 Build/MPB24.65-34-3,,chrome 64.0 for android,,mobile
MacOS|Mac OS X 10_12_5|chrome 64.0|2880x1800,MacOS,Mac OS X 10_12_5,chrome 64.0,2880x1800,desktop
XT1650|Android 7.1.1|chrome 64.0 for android|,XT1650,Android 7.1.1,chrome 64.0 for android,,mobile
LGMP260 Build/NRD90U||chrome 64.0 for android|,LGMP260 Build/NRD90U,,chrome 64.0 for android,,mobile
TA-1004|||,TA-1004,,,,mobile
SM-G530FZ||chrome 64.0 for android|,SM-G530FZ,,chrome 64.0 for android,,mobile
Mi||chrome 64.0 for android|,Mi,,chrome 64.0 for android,,mobile
SM-N920A Build/MMB29K||chrome 64.0 for android|,SM-N920A Build/MMB29K,,chrome 64.0 for android,,mobile
Pixel 2 Build/OPM1.171019.019||chrome 64.0 for android|,Pixel 2 Build/OPM1.171019.019,,chrome 64.0 for android,,mobile
SM-J327T1 Build/NRD90M||chrome 64.0 for android|,SM-J327T1 Build/NRD90M,,chrome 64.0 for android,,mobile
SM-G313ML||other|,SM-G313ML,,other,,mobile
Windows|Windows 10|chrome 64.0|2560x1080,Windows,Windows 10,chrome 64.0,2560x1080,desktop
iOS Device|iOS|mobile safari generic|1136x640,iOS Device,iOS,mobile safari generic,1136x640,mobile
BLU STUDIO C 5+5 Build/LRX21M||chrome 64.0 for android|,BLU STUDIO C 5+5 Build/LRX21M,,chrome 64.0 for android,,mobile
rv:59.0||firefox|,rv:59.0,,firefox,,desktop
iOS Device|iOS 11.3.0|mobile safari generic|2224x1668,iOS Device,iOS 11.3.0,mobile safari generic,2224x1668,mobile
SM-J110M Build/LMY48B||chrome 64.0 for android|,SM-J110M Build/LMY48B,,chrome 64.0 for android,,mobile
MacOS|Mac OS X 10_12_6|chrome 64.0|5120x2880,MacOS,Mac OS X 10_12_6,chrome 64.0,5120x2880,desktop
SM-G530M||chrome 64.0 for android|,SM-G530M,,chrome 64.0 for android,,mobile
G3313||chrome 63.0 for android|,G3313,,chrome 63.0 for android,,mobile
Windows|Windows 10|chrome 64.0|1920x1281,Windows,Windows 10,chrome 64.0,1920x1281,desktop
Hisense F20 Build/MMB29M||chrome 64.0 for android|,Hisense F20 Build/MMB29M,,chrome 64.0 for android,,mobile
SAMSUNG-SGH-I537||chrome 64.0 for android|,SAMSUNG-SGH-I537,,chrome 64.0 for android,,mobile
LGMS210 Build/NRD90U||chrome 64.0 for android|,LGMS210 Build/NRD90U,,chrome 64.0 for android,,mobile
|Linux|chrome 64.0|,,Linux,chrome 64.0,,desktop
moto x4 Build/OPW27.57-40||chrome 64.0 for android|,moto x4 Build/OPW27.57-40,,chrome 64.0 for android,,mobile
Windows|Windows 10|chrome 59.0|1680x1050,Windows,Windows 10,chrome 59.0,1680x1050,desktop
MacOS|Mac OS X 10_13_3|chrome 58.0|2560x1600,MacOS,Mac OS X 10_13_3,chrome 58.0,2560x1600,desktop
B1-810||chrome 61.0 for android|,B1-810,,chrome 61.0 for android,,mobile
SM-G550T Build/MMB29K|Android 6.0.1|chrome 64.0 for android|1280x720,SM-G550T Build/MMB29K,Android 6.0.1,chrome 64.0 for android,1280x720,mobile
M4 SS4458 Build/MMB29M||chrome 64.0 for android|,M4 SS4458 Build/MMB29M,,chrome 64.0 for android,,mobile
HTC One mini Build/KOT49H||chrome 64.0 for android|,HTC One mini Build/KOT49H,,chrome 64.0 for android,,mobile
NEM-L51 Build/HONORNEM-L51||chrome 64.0 for android|,NEM-L51 Build/HONORNEM-L51,,chrome 64.0 for android,,mobile
Linux i686||firefox|,Linux i686,,firefox,,desktop
SM-G360V Build/LMY48B|Android 5.1.1|chrome 64.0 for android|801x480,SM-G360V Build/LMY48B,Android 5.1.1,chrome 64.0 for android,801x480,mobile
SAMSUNG-SM-G920A Build/NRD90M|Android 7.0|chrome 64.0 for android|2560x1440,SAMSUNG-SM-G920A Build/NRD90M,Android 7.0,chrome 64.0 for android,2560x1440,mobile
SM-J500G||chrome 55.0 for android|,SM-J500G,,chrome 55.0 for android,,mobile
E5606||chrome 64.0 for android|,E5606,,chrome 64.0 for android,,mobile
SM-G935F Build/MMB29K||chrome 64.0 for android|,SM-G935F Build/MMB29K,,chrome 64.0 for android,,mobile
SM-J200H||chrome 63.0 for android|,SM-J200H,,chrome 63.0 for android,,mobile
5017A||chrome 64.0 for android|,5017A,,chrome 64.0 for android,,mobile
rv:52.0|Windows 8.1|firefox 52.0|1600x900,rv:52.0,Windows 8.1,firefox 52.0,1600x900,desktop
HTC Desire 530 Build/MMB29M||chrome 64.0 for android|,HTC Desire 530 Build/MMB29M,,chrome 64.0 for android,,mobile
Windows|Windows 8.1|chrome 64.0|1280x720,Windows,Windows 8.1,chrome 64.0,1280x720,desktop
XT1053 Build/LPAS23.12-21.7-1||chrome 64.0 for android|,XT1053 Build/LPAS23.12-21.7-1,,chrome 64.0 for android,,mobile
Trident/7.0|Windows 8.1|ie 11.0 for desktop|1280x720,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1280x720,desktop
VS995 Build/NRD90M|Android 7.0|chrome 64.0 for android|2560x1440,VS995 Build/NRD90M,Android 7.0,chrome 64.0 for android,2560x1440,mobile
LG-M710 Build/NRD90U||chrome 64.0 for android|,LG-M710 Build/NRD90U,,chrome 64.0 for android,,mobile
rv:58.0|Mac OS X 10.12|firefox 58.0|2560x1600,rv:58.0,Mac OS X 10.12,firefox 58.0,2560x1600,desktop
rv:58.0|Windows 10|firefox|1920x1080,rv:58.0,Windows 10,firefox,1920x1080,desktop
HUAWEI Y360-U23 Build/HUAWEIY360-U23||chrome 62.0 for android|,HUAWEI Y360-U23 Build/HUAWEIY360-U23,,chrome 62.0 for android,,mobile
SAMSUNG-SM-J320AZ||chrome 64.0 for android|,SAMSUNG-SM-J320AZ,,chrome 64.0 for android,,mobile
SM-N950U Build/NMF26X|Android 7.1.1|chrome 64.0 for android|2220x1080,SM-N950U Build/NMF26X,Android 7.1.1,chrome 64.0 for android,2220x1080,mobile
|Android|silk|,,Android,silk,,mobile
Aquaris||chrome 64.0 for android|,Aquaris,,chrome 64.0 for android,,mobile
MYA-L13 Build/HUAWEIMYA-L13||chrome 61.0 for android|,MYA-L13 Build/HUAWEIMYA-L13,,chrome 61.0 for android,,mobile
Windows|Windows 8.1|firefox 58.0|1440x900,Windows,Windows 8.1,firefox 58.0,1440x900,desktop
Windows|Windows 10|chrome 56.0|1680x1050,Windows,Windows 10,chrome 56.0,1680x1050,desktop
LG-M430 Build/NRD90U|Android 7.0|chrome 64.0 for android|1280x720,LG-M430 Build/NRD90U,Android 7.0,chrome 64.0 for android,1280x720,mobile
MacOS|Mac OS X 10_13_2|chrome 64.0|2560x1600,MacOS,Mac OS X 10_13_2,chrome 64.0,2560x1600,desktop
Windows|Windows 10||1920x1080,Windows,Windows 10,,1920x1080,desktop
GT-I9300||chrome 64.0 for android|,GT-I9300,,chrome 64.0 for android,,mobile
SAMSUNG SM-N950U Build/NMF26X|Android 7.1.1|samsung browser generic|,SAMSUNG SM-N950U Build/NMF26X,Android 7.1.1,samsung browser generic,,mobile
5042A||chrome 64.0 for android|,5042A,,chrome 64.0 for android,,mobile
MacOS|Mac OS X 10_13_2|chrome 58.0|2880x1800,MacOS,Mac OS X 10_13_2,chrome 58.0,2880x1800,desktop
E2104||chrome 64.0 for android|,E2104,,chrome 64.0 for android,,mobile
SM-S727VL Build/MMB29M|Android 6.0.1|chrome 64.0 for android|1280x720,SM-S727VL Build/MMB29M,Android 6.0.1,chrome 64.0 for android,1280x720,mobile
SM-G903W||chrome 64.0 for android|,SM-G903W,,chrome 64.0 for android,,mobile
moto x4 Build/NPW26.83-18-2-0-4||chrome 64.0 for android|,moto x4 Build/NPW26.83-18-2-0-4,,chrome 64.0 for android,,mobile
iOS Device|iOS 10.0.2|mobile safari generic|2208x1242,iOS Device,iOS 10.0.2,mobile safari generic,2208x1242,mobile
Z956 Build/MMB29M||chrome 62.0 for android|,Z956 Build/MMB29M,,chrome 62.0 for android,,mobile
Lenovo||chrome 64.0 for android|,Lenovo,,chrome 64.0 for android,,mobile
STV100-4 Build/LMY47V||chrome 64.0 for android|,STV100-4 Build/LMY47V,,chrome 64.0 for android,,mobile
iOS Device|iOS 11.1.0|mobile safari generic|2436x1125,iOS Device,iOS 11.1.0,mobile safari generic,2436x1125,mobile
SM-J105B Build/LMY47V||chrome 59.0 for android|,SM-J105B Build/LMY47V,,chrome 59.0 for android,,mobile
Blade V6 Max Build/MRA58K||chrome 61.0 for android|,Blade V6 Max Build/MRA58K,,chrome 61.0 for android,,mobile
Hisense U963 Build/MRA58K||chrome 64.0 for android|,Hisense U963 Build/MRA58K,,chrome 64.0 for android,,mobile
XT1058 Build/LPAS23.12-21.7-1||chrome 64.0 for android|,XT1058 Build/LPAS23.12-21.7-1,,chrome 64.0 for android,,mobile
SM-G920P Build/NRD90M|Android 7.0|chrome 64.0 for android|2560x1440,SM-G920P Build/NRD90M,Android 7.0,chrome 64.0 for android,2560x1440,mobile
Z410||chrome 51.0 for android|,Z410,,chrome 51.0 for android,,mobile
MacOS|Mac OS X 10_13_2|chrome 64.0|1920x1080,MacOS,Mac OS X 10_13_2,chrome 64.0,1920x1080,desktop
AERIAL||chrome 64.0 for android|,AERIAL,,chrome 64.0 for android,,mobile
MacOS|Mac|chrome 64.0|1440x900,MacOS,Mac,chrome 64.0,1440x900,desktop
SM-T713 Build/NRD90M||chrome 64.0 for android|,SM-T713 Build/NRD90M,,chrome 64.0 for android,,mobile
LGMP450 Build/NRD90U|Android 7.0|chrome 64.0 for android|1920x1080,LGMP450 Build/NRD90U,Android 7.0,chrome 64.0 for android,1920x1080,mobile
ALCATEL ONE TOUCH 5036A Build/JDQ39||chrome 63.0 for android|,ALCATEL ONE TOUCH 5036A Build/JDQ39,,chrome 63.0 for android,,mobile
S70V||chrome generic|,S70V,,chrome generic,,desktop
LG-E980h||chrome 64.0 for android|,LG-E980h,,chrome 64.0 for android,,mobile
Linux||chromium|,Linux,,chromium,,desktop
MacOS|Mac OS X 10_13_3|chrome 64.0|2048x1152,MacOS,Mac OS X 10_13_3,chrome 64.0,2048x1152,desktop
S.N.O.W.4|Windows 7|ie 11.0 for desktop|1680x1050,S.N.O.W.4,Windows 7,ie 11.0 for desktop,1680x1050,desktop
Hisense F20 Build/MMB29M||chrome 61.0 for android|,Hisense F20 Build/MMB29M,,chrome 61.0 for android,,mobile
HUAWEI G7-L03 Build/HuaweiG7-L03||chrome 64.0 for android|,HUAWEI G7-L03 Build/HuaweiG7-L03,,chrome 64.0 for android,,mobile
SM-G900W8||chrome 64.0 for android|,SM-G900W8,,chrome 64.0 for android,,mobile
iOS Device|iOS 11.2.2|chrome|2048x1536,iOS Device,iOS 11.2.2,chrome,2048x1536,mobile
ALCATEL ONE TOUCH 5036A Build/JDQ39||chrome 61.0 for android|,ALCATEL ONE TOUCH 5036A Build/JDQ39,,chrome 61.0 for android,,mobile
SM-J700T Build/NMF26X|Android 7.1.1|chrome 64.0 for android|1280x720,SM-J700T Build/NMF26X,Android 7.1.1,chrome 64.0 for android,1280x720,mobile
SM-G388F||chrome 64.0 for android|,SM-G388F,,chrome 64.0 for android,,mobile
SM-T230 Build/KOT49H||chrome 64.0 for android|,SM-T230 Build/KOT49H,,chrome 64.0 for android,,mobile
Ilium X510 Build/MRA58K||chrome 61.0 for android|,Ilium X510 Build/MRA58K,,chrome 61.0 for android,,mobile
MacOS|Mac OS X 10_13_3|chrome 64.0|1280x800,MacOS,Mac OS X 10_13_3,chrome 64.0,1280x800,desktop
SM-T113NU Build/KTU84P||chrome 55.0 for android|,SM-T113NU Build/KTU84P,,chrome 55.0 for android,,mobile
M4 SS4450 Build/MRA58K||chrome 59.0 for android|,M4 SS4450 Build/MRA58K,,chrome 59.0 for android,,mobile
LG-K430 Build/MRA58K||chrome 64.0 for android|,LG-K430 Build/MRA58K,,chrome 64.0 for android,,mobile
Lenovo TB3-710F Build/LRX21M||chrome 55.0 for android|,Lenovo TB3-710F Build/LRX21M,,chrome 55.0 for android,,mobile
XT1572 Build/NPHS25.200-15-8||chrome 64.0 for android|,XT1572 Build/NPHS25.200-15-8,,chrome 64.0 for android,,mobile
rv:58.0|Mac OS X 10.9|firefox 58.0|1280x800,rv:58.0,Mac OS X 10.9,firefox 58.0,1280x800,desktop
Windows|Linux|chrome generic|640x360,Windows,Linux,chrome generic,640x360,desktop
rv:58.0|Android 6.0.1|firefox|1920x1080,rv:58.0,Android 6.0.1,firefox,1920x1080,mobile
rv:58.0|Windows 8.1|firefox 58.0|1366x768,rv:58.0,Windows 8.1,firefox 58.0,1366x768,desktop
Moto C Build/NRD90M.063||chrome 58.0 for android|,Moto C Build/NRD90M.063,,chrome 58.0 for android,,mobile
XT1635-02|Android 7.1.1|chrome 55.0 for android|640x360,XT1635-02,Android 7.1.1,chrome 55.0 for android,640x360,mobile
MacOS|Mac OS X 10_13_3|safari generic|3840x2160,MacOS,Mac OS X 10_13_3,safari generic,3840x2160,desktop
Windows|Windows 8.1|chrome 64.0|1440x900,Windows,Windows 8.1,chrome 64.0,1440x900,desktop
SM-T377V Build/NMF26X|Android 7.1.1|chrome 64.0 for android|,SM-T377V Build/NMF26X,Android 7.1.1,chrome 64.0 for android,,mobile
rv:58.0|Windows 10|firefox|1680x1050,rv:58.0,Windows 10,firefox,1680x1050,desktop
SM-G900M Build/LRX21T||chrome 55.0 for android|,SM-G900M Build/LRX21T,,chrome 55.0 for android,,mobile
|Linux|chrome 64.0|1366x768,,Linux,chrome 64.0,1366x768,desktop
SM-T217S Build/KOT49H|Android 4.4.2|chrome 64.0 for android|1024x600,SM-T217S Build/KOT49H,Android 4.4.2,chrome 64.0 for android,1024x600,mobile
SAMSUNG SM-J120H Build/LMY47V||other|,SAMSUNG SM-J120H Build/LMY47V,,other,,mobile
SM-N950U Build/NMF26X||chrome 64.0 for android|,SM-N950U Build/NMF26X,,chrome 64.0 for android,,mobile
Aquaris_A4.5||chrome 63.0 for android|,Aquaris_A4.5,,chrome 63.0 for android,,mobile
Z837VL||android webview 4.0|,Z837VL,,android webview 4.0,,mobile
rv:58.0|Mac OS X 10.12|firefox 58.0|4096x2304,rv:58.0,Mac OS X 10.12,firefox 58.0,4096x2304,desktop
SM-G928T Build/NRD90M|Android 7.0|chrome 64.0 for android|,SM-G928T Build/NRD90M,Android 7.0,chrome 64.0 for android,,mobile
Mi A1 Build/N2G47H||chrome 64.0 for android|,Mi A1 Build/N2G47H,,chrome 64.0 for android,,mobile
E6653 Build/32.4.A.1.54||chrome 64.0 for android|,E6653 Build/32.4.A.1.54,,chrome 64.0 for android,,mobile
SAMSUNG SM-A320FL Build/NRD90M||samsung browser generic|,SAMSUNG SM-A320FL Build/NRD90M,,samsung browser generic,,mobile
SM-G550T1 Build/MMB29K||chrome 61.0 for android|,SM-G550T1 Build/MMB29K,,chrome 61.0 for android,,mobile
G3223 Build/42.0.A.4.167||chrome 64.0 for android|,G3223 Build/42.0.A.4.167,,chrome 64.0 for android,,mobile
Windows|Windows Vista|chrome 49.0|1280x768,Windows,Windows Vista,chrome 49.0,1280x768,desktop
ALUMINI||chrome 63.0 for android|,ALUMINI,,chrome 63.0 for android,,mobile
SM-A320FL Build/NRD90M||chrome 64.0 for android|,SM-A320FL Build/NRD90M,,chrome 64.0 for android,,mobile
SM-T550 Build/NMF26X|Android 7.1.1|chrome 64.0 for android|1024x768,SM-T550 Build/NMF26X,Android 7.1.1,chrome 64.0 for android,1024x768,mobile
Hisense F20 Build/MMB29M||chrome 59.0 for android|,Hisense F20 Build/MMB29M,,chrome 59.0 for android,,mobile
8080 Build/LRX21M||chrome 64.0 for android|,8080 Build/LRX21M,,chrome 64.0 for android,,mobile
Y635-L03 Build/HuaweiY635-L03||chrome 50.0 for android|,Y635-L03 Build/HuaweiY635-L03,,chrome 50.0 for android,,mobile
XT1008 Build/LPBS23.13-56-2||chrome 63.0 for android|,XT1008 Build/LPBS23.13-56-2,,chrome 63.0 for android,,mobile
SM-G935F Build/NRD90M|Android 7.0|chrome 64.0 for android|2560x1440,SM-G935F Build/NRD90M,Android 7.0,chrome 64.0 for android,2560x1440,mobile
SM-G355M Build/KOT49H||chrome 64.0 for android|,SM-G355M Build/KOT49H,,chrome 64.0 for android,,mobile
SM-A320Y||chrome 64.0 for android|,SM-A320Y,,chrome 64.0 for android,,mobile
SM-G730V||chrome 61.0 for android|,SM-G730V,,chrome 61.0 for android,,mobile
SM-N950F Build/NMF26X||chrome 59.0 for android|,SM-N950F Build/NMF26X,,chrome 59.0 for android,,mobile
SM-G930V Build/NRD90M|Android 7.0|chrome 64.0 for android|,SM-G930V Build/NRD90M,Android 7.0,chrome 64.0 for android,,mobile
MacOS|Mac OS X 10_9_5|chrome 64.0|1280x800,MacOS,Mac OS X 10_9_5,chrome 64.0,1280x800,desktop
E2306 Build/26.1.A.3.111||chrome 56.0 for android|,E2306 Build/26.1.A.3.111,,chrome 56.0 for android,,mobile
SM-J701M Build/NRD90M||chrome 58.0 for android|,SM-J701M Build/NRD90M,,chrome 58.0 for android,,mobile
Windows|Windows 8|firefox 58.0|1366x768,Windows,Windows 8,firefox 58.0,1366x768,desktop
SM-J510FN Build/NMF26X||chrome 64.0 for android|,SM-J510FN Build/NMF26X,,chrome 64.0 for android,,mobile
Blade L5 Build/LMY47I||chrome 43.0 for android|,Blade L5 Build/LMY47I,,chrome 43.0 for android,,mobile
Windows|Windows 10|palemoon|1920x1080,Windows,Windows 10,palemoon,1920x1080,desktop
9008A Build/NRD90M||chrome 55.0 for android|,9008A Build/NRD90M,,chrome 55.0 for android,,mobile
VS501 Build/NRD90U|Android 7.0|chrome 64.0 for android|1280x720,VS501 Build/NRD90U,Android 7.0,chrome 64.0 for android,1280x720,mobile
Lenovo||chrome 53.0 for android|,Lenovo,,chrome 53.0 for android,,mobile
LG-M250 Build/NRD90U||chrome 55.0 for android|,LG-M250 Build/NRD90U,,chrome 55.0 for android,,mobile
XT1580||chrome 64.0 for android|,XT1580,,chrome 64.0 for android,,mobile
Windows|Windows 7|chrome 63.0|1728x972,Windows,Windows 7,chrome 63.0,1728x972,desktop
rv:58.0||Generic/Android|,rv:58.0,,Generic/Android,,mobile
MYA-L03 Build/HUAWEIMYA-L03||chrome 64.0 for android|,MYA-L03 Build/HUAWEIMYA-L03,,chrome 64.0 for android,,mobile
SM-T350 Build/NMF26X||chrome 64.0 for android|,SM-T350 Build/NMF26X,,chrome 64.0 for android,,mobile
SM-G900M Build/MMB29M||chrome 64.0 for android|,SM-G900M Build/MMB29M,,chrome 64.0 for android,,mobile
XT1650 Build/NPLS26.118-20-5-3||chrome 64.0 for android|,XT1650 Build/NPLS26.118-20-5-3,,chrome 64.0 for android,,mobile
CHC-U03 Build/HuaweiCHC-U03||chrome generic|,CHC-U03 Build/HuaweiCHC-U03,,chrome generic,,desktop
VS5012 Build/NRD90M||chrome 64.0 for android|,VS5012 Build/NRD90M,,chrome 64.0 for android,,mobile
Windows|Windows 8|chrome 64.0|1920x1080,Windows,Windows 8,chrome 64.0,1920x1080,desktop
ASUS_X00DDA||chrome 64.0 for android|,ASUS_X00DDA,,chrome 64.0 for android,,mobile
XT1254||chrome 64.0 for android|,XT1254,,chrome 64.0 for android,,mobile
XT1063 Build/MPB24.65-34||chrome 64.0 for android|,XT1063 Build/MPB24.65-34,,chrome 64.0 for android,,mobile
LGMS210 Build/NRD90U|Android 7.0|chrome 64.0 for android|1280x720,LGMS210 Build/NRD90U,Android 7.0,chrome 64.0 for android,1280x720,mobile
SM-T110 Build/JDQ39||chrome 64.0 for android|,SM-T110 Build/JDQ39,,chrome 64.0 for android,,mobile
LG-H500 Build/LRX21Y||chrome 60.0 for android|,LG-H500 Build/LRX21Y,,chrome 60.0 for android,,mobile
LG-D850||chrome 64.0 for android|,LG-D850,,chrome 64.0 for android,,mobile
GT-N8000||chrome 59.0 for android|,GT-N8000,,chrome 59.0 for android,,mobile
iOS Device|iOS 11.2.6|mobile safari generic|2208x1242,iOS Device,iOS 11.2.6,mobile safari generic,2208x1242,mobile
Windows|Windows 10|firefox 58.0|2560x1440,Windows,Windows 10,firefox 58.0,2560x1440,desktop
E5823 Build/32.4.A.1.54||chrome 64.0 for android|,E5823 Build/32.4.A.1.54,,chrome 64.0 for android,,mobile
ALE-L23 Build/HuaweiALE-L23||chrome 58.0 for android|,ALE-L23 Build/HuaweiALE-L23,,chrome 58.0 for android,,mobile
rv:46.0||firefox|,rv:46.0,,firefox,,desktop
MacOS|Mac OS X 10_12_6|chrome 64.0|2880x1800,MacOS,Mac OS X 10_12_6,chrome 64.0,2880x1800,desktop
KFASWI Build/LVY48F||chrome generic|,KFASWI Build/LVY48F,,chrome generic,,desktop
MacOS|Mac OS X 10_13_3|chrome 64.0|3360x2100,MacOS,Mac OS X 10_13_3,chrome 64.0,3360x2100,desktop
MacOS|Mac OS X 10_12_6|chrome 64.0|3360x2100,MacOS,Mac OS X 10_12_6,chrome 64.0,3360x2100,desktop
iOS Device|iOS 11.2.6|mobile safari generic|1334x750,iOS Device,iOS 11.2.6,mobile safari generic,1334x750,mobile
M4||chrome 64.0 for android|,M4,,chrome 64.0 for android,,mobile
LG-H520||chrome 64.0 for android|,LG-H520,,chrome 64.0 for android,,mobile
LG-D693n||chrome 64.0 for android|,LG-D693n,,chrome 64.0 for android,,mobile
MacOS|Mac OS X 10_13_4|chrome 64.0|1440x900,MacOS,Mac OS X 10_13_4,chrome 64.0,1440x900,desktop
SM-A510M Build/MMB29K||chrome 64.0 for android|,SM-A510M Build/MMB29K,,chrome 64.0 for android,,mobile
Windows|Windows 10|edge 13.0|1440x900,Windows,Windows 10,edge 13.0,1440x900,desktop
F3113 Build/33.3.A.1.97||android webview 4.0|,F3113 Build/33.3.A.1.97,,android webview 4.0,,mobile
LGLS992|Android 7.0|chrome 64.0 for android|,LGLS992,Android 7.0,chrome 64.0 for android,,mobile
H1711 Build/HUAWEIH1711||chrome 64.0 for android|,H1711 Build/HUAWEIH1711,,chrome 64.0 for android,,mobile
Hisense T963 Build/MRA58K||chrome 64.0 for android|,Hisense T963 Build/MRA58K,,chrome 64.0 for android,,mobile
Z981 Build/MMB29M||chrome 58.0 for android|,Z981 Build/MMB29M,,chrome 58.0 for android,,mobile
SAMSUNG SM-G930P Build/NRD90M|Android 7.0|samsung browser generic|1920x1080,SAMSUNG SM-G930P Build/NRD90M,Android 7.0,samsung browser generic,1920x1080,mobile
TA-1025 Build/NMF26F||chrome 64.0 for android|,TA-1025 Build/NMF26F,,chrome 64.0 for android,,mobile
NXA8QC116|Android 5.0|chrome 64.0 for android|1280x800,NXA8QC116,Android 5.0,chrome 64.0 for android,1280x800,mobile
B3-A40||chrome 64.0 for android|,B3-A40,,chrome 64.0 for android,,mobile
Android|||,Android,,,,mobile
SM-G900V||chrome 64.0 for android|,SM-G900V,,chrome 64.0 for android,,mobile
LOGIC||android webview 4.0|,LOGIC,,android webview 4.0,,mobile
GT-S5310L||chrome 55.0 for android|,GT-S5310L,,chrome 55.0 for android,,mobile
Windows|Windows 7|chrome 64.0|1920x975,Windows,Windows 7,chrome 64.0,1920x975,desktop
C1904||chrome 60.0 for android|,C1904,,chrome 60.0 for android,,mobile
MacOS|Mac OS X 10_11_4|chrome 64.0|1920x1080,MacOS,Mac OS X 10_11_4,chrome 64.0,1920x1080,desktop
MacOS|Mac OS X 10_13_3|chrome 64.0|2560x1440,MacOS,Mac OS X 10_13_3,chrome 64.0,2560x1440,desktop
SM-T585||chrome 64.0 for android|,SM-T585,,chrome 64.0 for android,,mobile
Z981 Build/MMB29M||chrome 64.0 for android|,Z981 Build/MMB29M,,chrome 64.0 for android,,mobile
xs-Z47b7VqTMxs|Windows 7|ie 11.0 for desktop|,xs-Z47b7VqTMxs,Windows 7,ie 11.0 for desktop,,desktop
Moto Z2 Play Build/NPSS26.118-19-11||chrome 64.0 for android|,Moto Z2 Play Build/NPSS26.118-19-11,,chrome 64.0 for android,,mobile
MacOS|Mac OS X 10_13_3|chrome 64.0|5120x2880,MacOS,Mac OS X 10_13_3,chrome 64.0,5120x2880,desktop
||opera 51.0|,,,opera 51.0,,desktop
ASUS_X008DC Build/NRD90M||chrome 64.0 for android|,ASUS_X008DC Build/NRD90M,,chrome 64.0 for android,,mobile
Redmi Note 3 Build/MMB29M||chrome 64.0 for android|,Redmi Note 3 Build/MMB29M,,chrome 64.0 for android,,mobile
Hisense F32 Build/NMF26F||chrome 64.0 for android|,Hisense F32 Build/NMF26F,,chrome 64.0 for android,,mobile
MacOS|Mac OS X 10_13_1|chrome 64.0|2560x1600,MacOS,Mac OS X 10_13_1,chrome 64.0,2560x1600,desktop
8062 Build/MRA58K||chrome 64.0 for android|,8062 Build/MRA58K,,chrome 64.0 for android,,mobile
LG-D400||chrome 64.0 for android|,LG-D400,,chrome 64.0 for android,,mobile
REX||chrome 63.0 for android|,REX,,chrome 63.0 for android,,mobile
SGH-I337M Build/LRX22C||chrome 64.0 for android|,SGH-I337M Build/LRX22C,,chrome 64.0 for android,,mobile
MacOS|Mac OS X 10_13_3|safari generic|2048x1280,MacOS,Mac OS X 10_13_3,safari generic,2048x1280,desktop
Lenovo A2016b30 Build/MRA58K||chrome 55.0 for android|,Lenovo A2016b30 Build/MRA58K,,chrome 55.0 for android,,mobile
MacOS|Mac|chrome 64.0|2560x1440,MacOS,Mac,chrome 64.0,2560x1440,desktop
SAMSUNG-SM-G930AZ||chrome 63.0 for android|,SAMSUNG-SM-G930AZ,,chrome 63.0 for android,,mobile
SAMSUNG SM-G930F Build/NRD90M||samsung browser generic|,SAMSUNG SM-G930F Build/NRD90M,,samsung browser generic,,mobile
TA-1028 Build/NMF26O||chrome 64.0 for android|,TA-1028 Build/NMF26O,,chrome 64.0 for android,,mobile
|Linux|samsung browser 6.2|1920x1080,,Linux,samsung browser 6.2,1920x1080,mobile
LG-M700 Build/NMF26X||chrome 61.0 for android|,LG-M700 Build/NMF26X,,chrome 61.0 for android,,mobile
HUAWEI VNS-L23 Build/HUAWEIVNS-L23||opera|,HUAWEI VNS-L23 Build/HUAWEIVNS-L23,,opera,,mobile
