card_id,customer_id,card1,card2,card3,network,card5,card_type
C03562-K1,C03562,17770,555.0,150.0,visa,226.0,credit
C08291-K1,C08291,19417,302.0,150.0,visa,226.0,debit
C13457-K1,C13457,19730,555.0,185.0,mastercard,224.0,debit
C03053-K1,C03053,15719,127.0,150.0,mastercard,224.0,debit
C13297-K1,C13297,14348,174.0,150.0,visa,226.0,debit
C12033-K3,C12033,21400,523.0,150.0,visa,226.0,credit
C06508-K1,C06508,13087,362.0,150.0,visa,226.0,credit
C01685-K1,C01685,17809,555.0,150.0,visa,226.0,debit
C06323-K1,C06323,11378,555.0,150.0,visa,226.0,debit
C06783-K1,C06783,17980,555.0,150.0,mastercard,166.0,debit
C10071-K1,C10071,18464,517.0,150.0,mastercard,224.0,debit
C09150-K1,C09150,13896,520.0,150.0,american express,190.0,credit
C05787-K1,C05787,20213,303.0,150.0,visa,226.0,debit
C12487-K1,C12487,16519,555.0,150.0,visa,226.0,debit
C05040-K1,C05040,23493,321.0,150.0,visa,226.0,debit
C07865-K1,C07865,23271,302.0,150.0,visa,226.0,debit
C06573-K1,C06573,20654,399.0,150.0,american express,137.0,credit
C09414-K1,C09414,21175,399.0,150.0,american express,223.0,credit
C10070-K2,C10070,22853,320.0,150.0,mastercard,195.0,debit
C08119-K1,C08119,19423,555.0,150.0,visa,226.0,credit
C10872-K1,C10872,22199,307.0,150.0,visa,226.0,debit
C10530-K1,C10530,21702,555.0,150.0,visa,226.0,credit
C03396-K1,C03396,19626,,150.0,visa,162.0,credit
C00755-K1,C00755,20428,555.0,150.0,visa,226.0,debit
C02013-K1,C02013,20861,555.0,150.0,visa,226.0,debit
C08946-K1,C08946,10879,555.0,215.0,mastercard,224.0,debit
C02640-K1,C02640,11547,555.0,150.0,visa,226.0,debit
C09563-K1,C09563,23341,555.0,150.0,visa,226.0,debit
C00044-K1,C00044,18404,555.0,150.0,mastercard,117.0,debit
C05232-K1,C05232,11155,555.0,146.0,mastercard,195.0,credit
C04028-K1,C04028,19351,302.0,150.0,visa,226.0,debit
C02401-K1,C02401,15480,555.0,150.0,,206.0,debit
C11065-K1,C11065,12429,103.0,185.0,visa,137.0,credit
C07256-K2,C07256,19873,555.0,150.0,visa,162.0,credit
C00345-K1,C00345,20839,533.0,150.0,visa,226.0,credit
C09144-K1,C09144,10287,555.0,197.0,visa,226.0,debit
C09355-K1,C09355,19611,225.0,150.0,mastercard,117.0,debit
C03806-K1,C03806,20499,514.0,150.0,mastercard,224.0,debit
C02298-K1,C02298,19428,399.0,150.0,american express,137.0,credit
C09033-K1,C09033,23004,555.0,149.0,mastercard,224.0,credit
C01430-K1,C01430,16680,480.0,150.0,mastercard,117.0,debit
C00017-K1,C00017,12627,390.0,150.0,mastercard,224.0,debit
C04720-K1,C04720,10122,143.0,150.0,visa,226.0,debit
C00689-K1,C00689,16515,399.0,150.0,american express,223.0,credit
C11175-K1,C11175,19256,555.0,188.0,visa,102.0,credit
C04104-K1,C04104,14537,336.0,150.0,visa,226.0,credit
C00832-K1,C00832,16178,514.0,150.0,mastercard,224.0,debit
C03750-K1,C03750,18767,321.0,150.0,visa,226.0,debit
C12801-K1,C12801,10507,360.0,150.0,visa,166.0,debit
C01919-K1,C01919,17713,555.0,150.0,visa,226.0,debit
C02722-K1,C02722,12854,478.0,150.0,visa,195.0,credit
C02822-K1,C02822,13302,555.0,127.0,visa,137.0,credit
C12811-K1,C12811,19376,555.0,121.0,mastercard,137.0,credit
C12843-K1,C12843,13181,360.0,150.0,mastercard,166.0,debit
C02237-K1,C02237,14379,321.0,150.0,visa,195.0,debit
C09926-K1,C09926,20263,555.0,144.0,mastercard,224.0,credit
C10672-K1,C10672,12632,170.0,150.0,visa,226.0,credit
C05512-K1,C05512,18447,423.0,150.0,visa,226.0,credit
C00443-K1,C00443,12135,399.0,150.0,american express,198.0,credit
C00706-K1,C00706,16136,555.0,144.0,american express,137.0,credit
C09157-K1,C09157,19944,225.0,150.0,mastercard,195.0,credit
C09172-K1,C09172,22238,310.0,150.0,mastercard,224.0,debit
C11354-K1,C11354,22865,555.0,150.0,visa,226.0,debit
C07240-K1,C07240,21153,555.0,100.0,visa,102.0,credit
C08619-K1,C08619,18413,555.0,150.0,visa,226.0,debit
C08340-K1,C08340,21746,555.0,150.0,visa,226.0,credit
C02317-K1,C02317,13768,390.0,150.0,mastercard,224.0,debit
C13093-K1,C13093,16855,555.0,117.0,visa,226.0,debit
C12500-K1,C12500,22323,512.0,150.0,mastercard,117.0,debit
C11466-K1,C11466,15811,555.0,150.0,visa,226.0,debit
C12870-K1,C12870,13893,543.0,150.0,mastercard,224.0,debit
C10897-K1,C10897,14094,399.0,150.0,american express,132.0,credit
C12371-K1,C12371,17150,555.0,150.0,visa,226.0,debit
C11885-K1,C11885,16106,555.0,150.0,visa,226.0,debit
C03720-K1,C03720,22775,555.0,150.0,visa,226.0,debit
C04591-K1,C04591,18098,481.0,150.0,mastercard,102.0,credit
C03751-K1,C03751,16060,555.0,150.0,visa,226.0,debit
C03292-K1,C03292,17237,527.0,150.0,visa,226.0,debit
C02684-K1,C02684,16294,555.0,150.0,visa,226.0,credit
C00504-K1,C00504,21976,356.0,150.0,mastercard,224.0,debit
C05679-K1,C05679,17189,555.0,150.0,visa,226.0,debit
C09596-K1,C09596,20907,306.0,150.0,visa,226.0,credit
C01997-K1,C01997,15154,512.0,150.0,mastercard,117.0,debit
C00093-K1,C00093,22547,257.0,150.0,visa,226.0,credit
C04010-K1,C04010,19299,399.0,150.0,american express,118.0,credit
C07605-K1,C07605,10721,555.0,134.0,visa,226.0,debit
C03949-K1,C03949,12569,555.0,150.0,visa,226.0,debit
C10144-K1,C10144,10511,555.0,150.0,visa,226.0,debit
C02699-K1,C02699,22443,555.0,150.0,visa,166.0,debit
C04977-K1,C04977,23387,322.0,150.0,visa,226.0,credit
C09614-K1,C09614,18550,399.0,150.0,american express,185.0,credit
C13281-K1,C13281,19263,585.0,150.0,visa,228.0,credit
C08767-K1,C08767,14671,399.0,150.0,american express,223.0,credit
C10690-K2,C10690,17202,480.0,150.0,mastercard,224.0,debit
C06423-K1,C06423,22084,555.0,150.0,visa,226.0,debit
C07340-K2,C07340,20709,555.0,150.0,mastercard,102.0,credit
C10751-K1,C10751,20663,199.0,150.0,mastercard,195.0,debit
C05472-K1,C05472,22745,399.0,150.0,american express,146.0,credit
C09558-K1,C09558,15871,555.0,150.0,visa,226.0,credit
C10147-K1,C10147,19742,275.0,150.0,mastercard,117.0,debit
C00295-K1,C00295,16574,465.0,150.0,visa,226.0,credit
C06645-K1,C06645,14079,111.0,150.0,visa,226.0,debit
C13300-K1,C13300,15505,555.0,150.0,visa,226.0,debit
C06980-K1,C06980,15914,555.0,150.0,visa,226.0,credit
C00130-K1,C00130,15461,216.0,150.0,visa,226.0,credit
C11524-K1,C11524,15111,399.0,150.0,american express,146.0,credit
C00529-K1,C00529,22983,369.0,150.0,mastercard,224.0,debit
C13248-K1,C13248,20416,516.0,150.0,mastercard,224.0,debit
C09167-K1,C09167,22213,555.0,150.0,visa,226.0,debit
C06223-K1,C06223,20883,399.0,150.0,american express,146.0,credit
C06735-K1,C06735,16433,390.0,150.0,mastercard,195.0,debit
C02939-K1,C02939,20656,555.0,150.0,visa,226.0,debit
C00641-K2,C00641,14137,555.0,150.0,visa,226.0,credit
C01658-K1,C01658,18864,583.0,150.0,visa,226.0,credit
C00002-K1,C00002,11708,111.0,150.0,visa,195.0,debit
C03565-K1,C03565,12018,321.0,150.0,mastercard,203.0,credit
C09043-K1,C09043,18386,555.0,150.0,visa,141.0,credit
C03364-K1,C03364,18858,555.0,150.0,visa,226.0,credit
C01121-K1,C01121,21745,490.0,150.0,visa,226.0,debit
C08697-K1,C08697,11391,555.0,144.0,mastercard,224.0,credit
C04618-K1,C04618,21002,442.0,150.0,visa,226.0,credit
C01149-K1,C01149,17085,555.0,150.0,visa,226.0,credit
C06087-K1,C06087,11626,555.0,119.0,visa,102.0,credit
C11822-K1,C11822,13935,399.0,150.0,american express,185.0,credit
C03947-K1,C03947,17946,399.0,150.0,american express,137.0,credit
C06330-K1,C06330,15680,399.0,150.0,american express,207.0,credit
C04735-K1,C04735,16581,555.0,147.0,visa,137.0,credit
C10026-K1,C10026,13298,111.0,150.0,visa,195.0,credit
C01466-K1,C01466,19971,555.0,150.0,mastercard,117.0,debit
C07515-K1,C07515,11076,580.0,106.0,visa,,debit
C05653-K1,C05653,23337,554.0,150.0,mastercard,224.0,debit
C08332-K1,C08332,19095,555.0,144.0,american express,136.0,credit
C13160-K1,C13160,11041,399.0,150.0,american express,146.0,credit
C09737-K1,C09737,13537,555.0,195.0,mastercard,224.0,debit
C10133-K1,C10133,15229,555.0,150.0,visa,226.0,debit
C12715-K1,C12715,12806,555.0,200.0,mastercard,134.0,credit
C01905-K1,C01905,20648,543.0,150.0,mastercard,117.0,debit
C01473-K1,C01473,19096,555.0,117.0,visa,226.0,debit
C03220-K1,C03220,22639,399.0,150.0,american express,132.0,credit
C09677-K1,C09677,13393,399.0,150.0,american express,146.0,credit
C02594-K1,C02594,16834,399.0,150.0,american express,146.0,credit
C00228-K1,C00228,17375,583.0,150.0,mastercard,224.0,credit
C08068-K1,C08068,18367,399.0,150.0,american express,150.0,credit
C12342-K1,C12342,15947,399.0,150.0,american express,185.0,credit
C05094-K2,C05094,10588,555.0,150.0,visa,226.0,debit
C01751-K1,C01751,11380,361.0,150.0,visa,100.0,debit
C06408-K1,C06408,21017,410.0,150.0,visa,226.0,credit
C12918-K1,C12918,10531,399.0,150.0,american express,137.0,credit
C10359-K1,C10359,15304,555.0,150.0,visa,226.0,debit
C12264-K1,C12264,13306,555.0,194.0,visa,195.0,debit
C11375-K1,C11375,16949,399.0,150.0,american express,236.0,credit
C09703-K1,C09703,23025,111.0,150.0,visa,166.0,debit
C05281-K1,C05281,12304,399.0,150.0,american express,137.0,credit
C09788-K1,C09788,14228,399.0,150.0,american express,198.0,credit
C07596-K1,C07596,14442,529.0,150.0,visa,162.0,credit
C05750-K1,C05750,13539,275.0,150.0,mastercard,224.0,debit
C08981-K1,C08981,20722,140.0,150.0,visa,226.0,credit
C04824-K1,C04824,11019,111.0,150.0,visa,195.0,debit
C09626-K1,C09626,15690,543.0,150.0,mastercard,224.0,debit
C10024-K1,C10024,10770,583.0,150.0,visa,226.0,credit
C13082-K1,C13082,13449,103.0,185.0,visa,195.0,credit
C02269-K1,C02269,13319,369.0,150.0,mastercard,224.0,debit
C13335-K1,C13335,22288,514.0,150.0,mastercard,129.0,credit
C10858-K1,C10858,21483,555.0,150.0,mastercard,224.0,debit
C09453-K1,C09453,10092,399.0,150.0,american express,236.0,credit
C11700-K1,C11700,16551,555.0,150.0,visa,226.0,credit
C06420-K1,C06420,17695,555.0,150.0,visa,226.0,debit
C04327-K1,C04327,19137,555.0,144.0,mastercard,219.0,credit
C02490-K1,C02490,17467,589.0,150.0,visa,226.0,credit
C12339-K1,C12339,10248,349.0,117.0,visa,226.0,debit
C10412-K1,C10412,11642,555.0,150.0,visa,226.0,credit
C09636-K1,C09636,20707,498.0,150.0,mastercard,102.0,credit
C11790-K1,C11790,12566,420.0,150.0,mastercard,224.0,debit
C12493-K1,C12493,10466,555.0,150.0,mastercard,117.0,debit
C00031-K2,C00031,20493,528.0,150.0,visa,162.0,credit
C00282-K1,C00282,22920,168.0,144.0,visa,195.0,credit
C08421-K1,C08421,12642,420.0,150.0,mastercard,195.0,debit
C03682-K1,C03682,12880,555.0,150.0,visa,226.0,debit
C09768-K1,C09768,10150,555.0,223.0,visa,102.0,debit
C04056-K1,C04056,20963,127.0,150.0,mastercard,102.0,credit
C09835-K2,C09835,10149,378.0,146.0,mastercard,219.0,debit
C08469-K1,C08469,16805,555.0,144.0,american express,201.0,credit
C13179-K1,C13179,13985,555.0,150.0,visa,226.0,credit
C05930-K1,C05930,22410,308.0,150.0,visa,226.0,debit
C07176-K1,C07176,22448,399.0,150.0,american express,236.0,credit
C08272-K1,C08272,15498,268.0,150.0,visa,226.0,debit
C03502-K1,C03502,16751,162.0,150.0,mastercard,224.0,credit
C13375-K1,C13375,10487,555.0,150.0,visa,226.0,debit
C08213-K1,C08213,10654,174.0,150.0,mastercard,,credit
C04790-K1,C04790,20792,399.0,150.0,american express,185.0,credit
C08131-K1,C08131,14852,399.0,150.0,american express,132.0,credit
C13357-K1,C13357,17869,399.0,150.0,american express,237.0,credit
C03782-K2,C03782,17220,517.0,150.0,mastercard,224.0,debit
C00114-K1,C00114,18692,399.0,150.0,american express,137.0,credit
C11799-K2,C11799,10605,555.0,117.0,visa,184.0,credit
C06628-K1,C06628,20084,225.0,150.0,mastercard,224.0,debit
C04934-K1,C04934,18457,193.0,150.0,visa,226.0,credit
C03371-K1,C03371,20833,127.0,150.0,mastercard,102.0,credit
C01807-K1,C01807,13933,532.0,150.0,mastercard,224.0,debit
C05933-K1,C05933,12195,555.0,150.0,visa,226.0,debit
C01388-K1,C01388,21308,225.0,150.0,visa,226.0,credit
C05420-K1,C05420,16411,399.0,150.0,american express,132.0,credit
C06981-K1,C06981,23531,225.0,150.0,mastercard,224.0,debit
C02761-K1,C02761,21688,555.0,150.0,visa,226.0,debit
C00833-K1,C00833,18946,555.0,150.0,visa,226.0,debit
C08002-K1,C08002,11390,555.0,106.0,mastercard,224.0,debit
C04471-K1,C04471,21982,480.0,150.0,mastercard,102.0,credit
C04760-K1,C04760,15039,555.0,150.0,visa,226.0,debit
C00803-K2,C00803,20331,480.0,150.0,mastercard,117.0,debit
C01028-K1,C01028,10518,408.0,185.0,visa,195.0,credit
C08645-K1,C08645,14816,555.0,150.0,visa,195.0,credit
C01851-K1,C01851,19616,555.0,130.0,visa,226.0,credit
C10996-K2,C10996,13042,254.0,150.0,visa,226.0,credit
C02749-K1,C02749,20132,253.0,150.0,mastercard,219.0,debit
C05620-K1,C05620,15953,555.0,150.0,visa,226.0,debit
C07075-K1,C07075,13942,555.0,150.0,visa,226.0,credit
C07657-K1,C07657,17921,555.0,144.0,mastercard,224.0,credit
C07044-K1,C07044,20112,216.0,150.0,visa,226.0,credit
C13374-K1,C13374,16917,297.0,150.0,visa,166.0,debit
C00954-K1,C00954,20465,555.0,144.0,visa,226.0,credit
C02306-K1,C02306,16336,225.0,150.0,mastercard,224.0,debit
C13438-K1,C13438,20122,310.0,150.0,mastercard,224.0,debit
C12544-K1,C12544,20432,490.0,150.0,visa,226.0,debit
C10012-K1,C10012,17748,399.0,150.0,american express,137.0,credit
C12890-K1,C12890,10613,555.0,150.0,visa,226.0,debit
C00559-K1,C00559,10873,481.0,150.0,visa,226.0,credit
C00524-K1,C00524,19098,543.0,150.0,mastercard,224.0,debit
C08582-K1,C08582,13837,399.0,150.0,american express,137.0,credit
C01276-K1,C01276,15540,468.0,150.0,visa,166.0,debit
C09915-K1,C09915,11046,222.0,150.0,visa,226.0,credit
C02242-K1,C02242,12108,111.0,150.0,visa,166.0,debit
C02357-K1,C02357,13898,,150.0,visa,,credit
C03091-K1,C03091,14561,555.0,150.0,visa,226.0,credit
C05456-K1,C05456,20585,321.0,150.0,visa,226.0,debit
C10448-K1,C10448,12955,174.0,150.0,visa,228.0,credit
C09994-K1,C09994,20381,555.0,188.0,mastercard,232.0,credit
C04167-K1,C04167,16984,399.0,150.0,american express,185.0,credit
C05411-K1,C05411,22966,555.0,119.0,mastercard,224.0,credit
C10165-K1,C10165,10008,407.0,185.0,visa,102.0,credit
C11904-K1,C11904,15873,555.0,150.0,visa,226.0,debit
C05837-K1,C05837,21920,519.0,150.0,mastercard,117.0,debit
C01918-K1,C01918,20161,399.0,150.0,american express,137.0,credit
C00178-K1,C00178,11299,399.0,150.0,american express,198.0,credit
C08415-K1,C08415,22616,321.0,150.0,visa,226.0,credit
C08579-K1,C08579,15439,225.0,150.0,mastercard,219.0,credit
C00525-K1,C00525,14377,555.0,150.0,visa,226.0,debit
C01017-K1,C01017,14370,348.0,150.0,mastercard,224.0,credit
C04402-K1,C04402,23094,555.0,150.0,visa,226.0,debit
C06290-K2,C06290,12481,194.0,150.0,mastercard,229.0,debit
C13491-K1,C13491,23067,321.0,150.0,visa,226.0,debit
C05312-K1,C05312,17519,555.0,150.0,visa,166.0,debit
C10184-K1,C10184,22362,225.0,150.0,mastercard,117.0,debit
C09314-K1,C09314,22921,390.0,150.0,mastercard,224.0,debit
C07968-K1,C07968,19358,555.0,150.0,mastercard,117.0,debit
C03203-K1,C03203,16054,517.0,150.0,mastercard,224.0,debit
C06815-K1,C06815,13671,555.0,150.0,visa,226.0,debit
C08904-K1,C08904,20530,109.0,150.0,mastercard,195.0,debit
C11690-K1,C11690,19667,321.0,150.0,mastercard,166.0,debit
C10776-K1,C10776,12469,517.0,150.0,mastercard,224.0,debit
C08424-K1,C08424,16331,520.0,150.0,american express,190.0,credit
C05925-K1,C05925,21781,543.0,150.0,mastercard,117.0,debit
C06228-K2,C06228,10046,111.0,150.0,mastercard,102.0,credit
C10185-K1,C10185,12290,562.0,150.0,mastercard,197.0,credit
C10345-K1,C10345,23174,,150.0,visa,166.0,debit
C01714-K1,C01714,22041,168.0,144.0,visa,226.0,credit
C05330-K2,C05330,11289,321.0,150.0,visa,226.0,debit
C06337-K1,C06337,21747,555.0,150.0,visa,226.0,debit
C00612-K1,C00612,22301,512.0,150.0,mastercard,117.0,debit
C11910-K1,C11910,20203,543.0,150.0,mastercard,102.0,credit
C07461-K1,C07461,19496,225.0,150.0,mastercard,224.0,credit
C07823-K1,C07823,19142,555.0,150.0,visa,195.0,debit
C11862-K1,C11862,20793,555.0,150.0,visa,226.0,debit
C05572-K1,C05572,13158,555.0,185.0,visa,226.0,debit
C10548-K1,C10548,15312,555.0,150.0,visa,226.0,debit
C01389-K1,C01389,20915,555.0,150.0,visa,226.0,debit
C08372-K1,C08372,21981,399.0,150.0,american express,150.0,credit
C12055-K1,C12055,12262,555.0,150.0,visa,226.0,credit
C10387-K1,C10387,23456,555.0,150.0,visa,226.0,debit
C00591-K1,C00591,21432,225.0,150.0,mastercard,117.0,debit
C04698-K1,C04698,14416,399.0,150.0,american express,132.0,credit
C12250-K1,C12250,18707,399.0,150.0,american express,223.0,credit
C00360-K1,C00360,13211,351.0,106.0,visa,137.0,credit
C13144-K1,C13144,18012,555.0,150.0,visa,226.0,debit
C08490-K1,C08490,20248,225.0,150.0,visa,226.0,debit
C11627-K2,C11627,17090,223.0,117.0,mastercard,224.0,debit
C03434-K1,C03434,16796,555.0,185.0,mastercard,137.0,credit
C09850-K1,C09850,18548,369.0,150.0,mastercard,117.0,debit
C03552-K1,C03552,13932,399.0,150.0,american express,150.0,credit
C01621-K1,C01621,21710,110.0,150.0,visa,226.0,credit
C03267-K1,C03267,22453,555.0,150.0,visa,226.0,debit
C11801-K1,C11801,20201,555.0,150.0,visa,226.0,debit
C05946-K1,C05946,18584,463.0,144.0,visa,226.0,credit
C06370-K1,C06370,19552,372.0,150.0,mastercard,102.0,credit
C01283-K1,C01283,17215,555.0,150.0,visa,226.0,debit
C01862-K1,C01862,21862,555.0,150.0,visa,226.0,debit
C01287-K1,C01287,17998,555.0,150.0,visa,226.0,debit
C04605-K1,C04605,19419,310.0,150.0,mastercard,224.0,debit
C03954-K2,C03954,23526,555.0,146.0,mastercard,195.0,credit
C01184-K1,C01184,19913,108.0,150.0,mastercard,117.0,debit
C12826-K1,C12826,13765,360.0,150.0,mastercard,126.0,debit
C13199-K1,C13199,17996,298.0,150.0,mastercard,137.0,credit
C02956-K1,C02956,22785,555.0,131.0,mastercard,137.0,credit
C02057-K1,C02057,13528,555.0,150.0,visa,226.0,debit
C08593-K1,C08593,23175,459.0,185.0,visa,102.0,credit
C09899-K1,C09899,11469,399.0,150.0,american express,118.0,credit
C05197-K1,C05197,23054,514.0,150.0,mastercard,166.0,debit
C07905-K1,C07905,15909,555.0,162.0,visa,226.0,credit
C07379-K1,C07379,16980,349.0,117.0,visa,226.0,credit
C02082-K1,C02082,18379,555.0,150.0,visa,226.0,credit
C00400-K1,C00400,15548,417.0,150.0,visa,195.0,debit
C10616-K1,C10616,21387,555.0,194.0,mastercard,224.0,credit
C07844-K1,C07844,14017,,150.0,visa,226.0,debit
C03483-K1,C03483,13810,543.0,150.0,mastercard,224.0,debit
C11055-K1,C11055,19490,399.0,150.0,american express,236.0,credit
C11992-K1,C11992,19605,221.0,150.0,visa,226.0,credit
C10381-K1,C10381,13143,555.0,213.0,visa,166.0,debit
C03743-K1,C03743,12199,463.0,186.0,visa,226.0,debit
C02587-K1,C02587,22311,555.0,150.0,visa,226.0,debit
C13436-K1,C13436,11973,399.0,150.0,american express,146.0,credit
C01904-K1,C01904,13397,111.0,150.0,mastercard,166.0,debit
C09424-K1,C09424,22759,555.0,150.0,visa,226.0,debit
C10774-K1,C10774,11302,555.0,150.0,visa,226.0,debit
C07897-K1,C07897,15442,361.0,150.0,visa,226.0,debit
C08246-K1,C08246,19734,555.0,150.0,mastercard,117.0,debit
C00403-K1,C00403,23278,321.0,150.0,visa,226.0,debit
C02539-K1,C02539,22654,399.0,150.0,american express,146.0,credit
C04899-K1,C04899,21143,468.0,150.0,visa,100.0,debit
C00104-K1,C00104,12278,399.0,150.0,american express,150.0,credit
C07483-K1,C07483,17623,399.0,150.0,american express,150.0,credit
C04838-K1,C04838,18231,555.0,150.0,visa,226.0,debit
C03494-K1,C03494,11911,490.0,150.0,visa,141.0,credit
C04080-K1,C04080,13417,360.0,150.0,visa,166.0,debit
C12912-K1,C12912,17943,555.0,150.0,visa,226.0,debit
C01815-K1,C01815,16840,534.0,150.0,visa,226.0,debit
C07320-K1,C07320,11136,481.0,150.0,mastercard,137.0,credit
C12415-K1,C12415,11544,181.0,150.0,visa,226.0,credit
C11749-K1,C11749,19999,399.0,150.0,american express,146.0,credit
C06565-K1,C06565,17952,236.0,150.0,visa,162.0,credit
C03343-K1,C03343,19068,399.0,150.0,american express,146.0,credit
C03716-K1,C03716,19384,442.0,150.0,visa,226.0,credit
C03934-K1,C03934,16794,555.0,150.0,visa,226.0,debit
C09473-K1,C09473,19543,321.0,150.0,visa,226.0,debit
C12552-K1,C12552,12730,399.0,150.0,american express,185.0,credit
C11252-K2,C11252,13241,555.0,134.0,mastercard,166.0,debit
C05559-K1,C05559,22123,399.0,150.0,american express,137.0,credit
C11828-K1,C11828,17949,555.0,150.0,visa,226.0,credit
C06240-K1,C06240,10027,399.0,150.0,american express,236.0,credit
C02432-K1,C02432,23128,555.0,150.0,mastercard,102.0,credit
C08688-K1,C08688,11221,555.0,150.0,visa,226.0,debit
C07563-K1,C07563,16922,555.0,150.0,visa,226.0,debit
C05617-K1,C05617,16200,520.0,150.0,american express,190.0,credit
C08354-K1,C08354,21555,360.0,150.0,visa,226.0,debit
C01790-K1,C01790,10367,555.0,102.0,visa,226.0,debit
C07635-K1,C07635,11191,554.0,150.0,visa,226.0,debit
C06110-K1,C06110,11615,555.0,150.0,visa,226.0,debit
C07662-K1,C07662,22603,399.0,150.0,american express,157.0,credit
C05726-K1,C05726,10398,481.0,150.0,visa,226.0,debit
C08912-K1,C08912,18007,555.0,189.0,mastercard,166.0,debit
C09779-K1,C09779,13677,555.0,150.0,visa,226.0,credit
C08296-K1,C08296,19921,225.0,150.0,mastercard,224.0,debit
C10346-K1,C10346,17699,399.0,150.0,american express,185.0,credit
C10908-K1,C10908,13605,399.0,150.0,american express,137.0,credit
C11514-K2,C11514,12998,480.0,150.0,mastercard,224.0,debit
C07314-K1,C07314,10171,555.0,150.0,mastercard,117.0,debit
C13236-K1,C13236,11645,555.0,150.0,visa,226.0,debit
C08590-K1,C08590,21140,555.0,150.0,visa,226.0,debit
C12804-K1,C12804,11518,309.0,150.0,visa,226.0,credit
C07131-K1,C07131,19750,555.0,150.0,visa,226.0,credit
C02232-K1,C02232,22912,555.0,150.0,visa,226.0,credit
C08084-K1,C08084,23136,545.0,185.0,visa,137.0,credit
C12812-K1,C12812,11210,555.0,150.0,visa,226.0,debit
C03270-K1,C03270,13364,555.0,150.0,visa,226.0,debit
C03607-K1,C03607,16704,555.0,147.0,visa,226.0,credit
C06603-K1,C06603,14817,555.0,117.0,mastercard,190.0,credit
C07378-K1,C07378,15573,555.0,167.0,mastercard,111.0,credit
C03680-K1,C03680,15407,555.0,150.0,visa,195.0,credit
C02862-K1,C02862,10514,369.0,150.0,mastercard,224.0,debit
C00493-K1,C00493,18825,399.0,150.0,american express,185.0,credit
C04330-K1,C04330,15149,480.0,150.0,mastercard,117.0,debit
C07792-K1,C07792,14386,315.0,150.0,visa,195.0,debit
C03783-K3,C03783,17355,122.0,150.0,mastercard,166.0,debit
C00396-K1,C00396,19534,555.0,150.0,visa,226.0,debit
C08656-K1,C08656,14231,555.0,119.0,mastercard,102.0,credit
C06001-K1,C06001,23234,555.0,150.0,mastercard,195.0,credit
C11269-K1,C11269,19356,399.0,150.0,american express,185.0,credit
C06213-K1,C06213,11847,555.0,106.0,visa,226.0,debit
C05535-K1,C05535,23064,258.0,150.0,visa,195.0,debit
C09967-K1,C09967,23231,137.0,150.0,visa,226.0,credit
C02412-K1,C02412,13672,349.0,117.0,visa,226.0,debit
C07258-K1,C07258,17717,399.0,150.0,american express,207.0,credit
C05132-K1,C05132,15025,555.0,150.0,visa,226.0,debit
C05965-K1,C05965,17023,225.0,150.0,mastercard,224.0,debit
C08065-K1,C08065,12897,399.0,150.0,american express,150.0,credit
C02947-K1,C02947,16444,215.0,150.0,mastercard,121.0,credit
C08006-K1,C08006,20441,426.0,150.0,visa,226.0,credit
C02493-K1,C02493,21130,517.0,150.0,mastercard,224.0,debit
C13099-K1,C13099,18910,555.0,150.0,visa,226.0,debit
C04247-K1,C04247,11396,543.0,150.0,mastercard,195.0,debit
C06496-K1,C06496,15677,480.0,150.0,mastercard,224.0,debit
C04511-K1,C04511,17226,555.0,185.0,mastercard,197.0,credit
C04749-K1,C04749,13412,555.0,150.0,visa,226.0,debit
C06461-K1,C06461,23375,399.0,150.0,american express,146.0,credit
C05780-K1,C05780,12864,555.0,150.0,visa,226.0,debit
C12705-K2,C12705,18295,249.0,150.0,visa,226.0,debit
C05052-K1,C05052,10258,399.0,150.0,american express,137.0,credit
C06049-K2,C06049,22273,351.0,106.0,visa,137.0,debit
C13336-K1,C13336,17942,352.0,117.0,visa,226.0,debit
C09244-K1,C09244,20598,,150.0,visa,,credit
C08584-K1,C08584,17377,555.0,150.0,visa,226.0,debit
C05785-K1,C05785,22299,524.0,150.0,visa,226.0,credit
C05889-K1,C05889,18998,174.0,150.0,visa,166.0,debit
C10771-K1,C10771,11454,399.0,150.0,american express,236.0,credit
C11804-K1,C11804,18336,555.0,100.0,mastercard,232.0,credit
C08833-K1,C08833,10315,399.0,150.0,american express,207.0,credit
C00549-K1,C00549,13701,555.0,106.0,mastercard,137.0,debit
C13200-K1,C13200,20273,399.0,150.0,american express,146.0,credit
C04783-K1,C04783,22021,225.0,150.0,mastercard,224.0,debit
C08870-K1,C08870,18547,490.0,150.0,visa,226.0,debit
C09798-K1,C09798,15722,321.0,150.0,visa,226.0,debit
C09752-K1,C09752,14866,479.0,150.0,visa,141.0,credit
C10888-K1,C10888,15113,420.0,150.0,mastercard,224.0,debit
C02255-K1,C02255,21425,216.0,150.0,american express,198.0,credit
C06754-K1,C06754,18793,555.0,197.0,visa,226.0,debit
C09006-K1,C09006,10138,151.0,150.0,visa,226.0,debit
C07263-K1,C07263,21639,425.0,150.0,mastercard,224.0,credit
C13316-K1,C13316,23044,321.0,150.0,visa,226.0,debit
C03275-K1,C03275,14820,555.0,150.0,mastercard,117.0,debit
C01373-K1,C01373,14315,399.0,150.0,american express,146.0,credit
C12365-K1,C12365,18849,555.0,150.0,visa,226.0,debit
